chr,start,end,dmr_id,2mo,9mo,18mo,gene_chr,gene_start,gene_end,gene_id,gene_strand,gene_name,gene_type,old-young
chr8,95373845,95373850,chr8-95373845-95373850,0.74,0.51,0.52,chr8,95350268,95376293,ENSMUSG00000031790.7,+,Mmp15,protein_coding,-0.21999999999999997
chr8,99337791,99337930,chr8-99337791-99337930,0.6,0.59,0.37,chr8,99022471,99418471,ENSMUSG00000036510.13,-,Cdh8,protein_coding,-0.22999999999999998
chr8,102675128,102675174,chr8-102675128-102675174,0.42,0.21,0.23,chr8,102630995,102787111,ENSMUSG00000031673.5,-,Cdh11,protein_coding,-0.18999999999999997
chr8,105468612,105468645,chr8-105468612-105468645,0.59,0.44,0.35,chr8,105465493,105473526,ENSMUSG00000014846.8,-,Tppp3,protein_coding,-0.24
chr8,106055781,106055830,chr8-106055781-106055830,0.53,0.35,0.28,chr8,105989337,106055840,ENSMUSG00000031901.8,+,Dus2,protein_coding,-0.25
chr8,106398969,106398995,chr8-106398969-106398995,0.78,0.7,0.57,chr8,106235903,106427728,ENSMUSG00000097026.1,-,Gm26786,lincRNA,-0.21000000000000008
chr8,107495554,107495703,chr8-107495554-107495703,0.58,0.42,0.31,chr8,107434398,107560594,ENSMUSG00000031930.10,+,Wwp2,protein_coding,-0.26999999999999996
chr8,107503730,107503859,chr8-107503730-107503859,0.71,0.64,0.48,chr8,107434398,107560594,ENSMUSG00000031930.10,+,Wwp2,protein_coding,-0.22999999999999998
chr8,108726720,108726775,chr8-108726720-108726775,0.54,0.69,0.76,chr8,108701100,108963630,ENSMUSG00000038872.9,+,Zfhx3,protein_coding,0.21999999999999997
chr8,108788141,108788173,chr8-108788141-108788173,0.45,0.44,0.64,chr8,108701100,108963630,ENSMUSG00000038872.9,+,Zfhx3,protein_coding,0.19
chr8,108789019,108789032,chr8-108789019-108789032,0.49,0.63,0.7,chr8,108701100,108963630,ENSMUSG00000038872.9,+,Zfhx3,protein_coding,0.20999999999999996
chr8,108820043,108820099,chr8-108820043-108820099,0.41,0.54,0.64,chr8,108701100,108963630,ENSMUSG00000038872.9,+,Zfhx3,protein_coding,0.23000000000000004
chr8,108820586,108820654,chr8-108820586-108820654,0.33,0.47,0.55,chr8,108701100,108963630,ENSMUSG00000038872.9,+,Zfhx3,protein_coding,0.22000000000000003
chr8,108932155,108932201,chr8-108932155-108932201,0.39,0.61,0.63,chr8,108701100,108963630,ENSMUSG00000038872.9,+,Zfhx3,protein_coding,0.24
chr8,108944611,108944633,chr8-108944611-108944633,0.5,0.63,0.7,chr8,108701100,108963630,ENSMUSG00000038872.9,+,Zfhx3,protein_coding,0.19999999999999996
chr8,109678679,109678698,chr8-109678679-109678698,0.44,0.56,0.66,chr8,109669322,109695294,ENSMUSG00000031729.5,-,Ist1,protein_coding,0.22000000000000003
chr8,109957909,109958010,chr8-109957909-109958010,0.48,0.56,0.7,chr8,109945914,109964203,ENSMUSG00000001672.10,-,Marveld3,protein_coding,0.21999999999999997
chr8,110482062,110482138,chr8-110482062-110482138,0.5,0.62,0.71,chr8,110264977,110612253,ENSMUSG00000059854.7,+,Hydin,protein_coding,0.20999999999999996
chr8,110719117,110719126,chr8-110719117-110719126,0.49,0.16,0.14,chr8,110616638,110722396,ENSMUSG00000010936.10,+,Vac14,protein_coding,-0.35
chr8,110721075,110721087,chr8-110721075-110721087,0.45,0.32,0.23,chr8,110719476,110743400,ENSMUSG00000033763.10,+,Mtss1l,protein_coding,-0.22
chr8,110721075,110721087,chr8-110721075-110721087,0.45,0.32,0.23,chr8,110616638,110722396,ENSMUSG00000010936.10,+,Vac14,protein_coding,-0.22
chr8,110727585,110727636,chr8-110727585-110727636,0.77,0.66,0.56,chr8,110719476,110743400,ENSMUSG00000033763.10,+,Mtss1l,protein_coding,-0.20999999999999996
chr8,110789869,110789974,chr8-110789869-110789974,0.52,0.37,0.28,chr8,110739829,110807924,ENSMUSG00000031750.11,-,Il34,protein_coding,-0.24
chr8,111338632,111338649,chr8-111338632-111338649,0.33,0.54,0.43,chr8,111309797,111340177,ENSMUSG00000012519.10,-,Mlkl,protein_coding,0.09999999999999998
chr8,111735697,111735728,chr8-111735697-111735728,0.45,0.3,0.23,chr8,111708485,111745849,ENSMUSG00000031955.9,-,Bcar1,protein_coding,-0.22
chr8,111950617,111950626,chr8-111950617-111950626,0.57,0.73,0.8,chr8,111938703,111955612,ENSMUSG00000031950.7,+,Gabarapl2,protein_coding,0.2300000000000001
chr8,112591427,112591435,chr8-112591427-112591435,0.35,0.46,0.61,chr8,112568043,112884717,ENSMUSG00000031772.13,+,Cntnap4,protein_coding,0.26
chr8,112850067,112850077,chr8-112850067-112850077,0.58,0.8,0.62,chr8,112568043,112884717,ENSMUSG00000031772.13,+,Cntnap4,protein_coding,0.040000000000000036
chr8,114295519,114295605,chr8-114295519-114295605,0.43,0.57,0.63,chr8,114203612,114376071,ENSMUSG00000046844.6,+,Vat1l,protein_coding,0.2
chr8,114424258,114424269,chr8-114424258-114424269,0.43,0.32,0.64,chr8,114416086,114427846,ENSMUSG00000008874.3,+,Clec3a,protein_coding,0.21000000000000002
chr8,114876501,114876521,chr8-114876501-114876521,0.3,0.4,0.52,chr8,114437655,115354708,ENSMUSG00000004637.11,+,Wwox,protein_coding,0.22000000000000003
chr8,115133602,115133617,chr8-115133602-115133617,0.43,0.63,0.55,chr8,114437655,115354708,ENSMUSG00000004637.11,+,Wwox,protein_coding,0.12000000000000005
chr8,115688254,115688302,chr8-115688254-115688302,0.15,0.31,0.38,chr8,115680942,115709794,ENSMUSG00000055435.6,-,Maf,protein_coding,0.23
chr8,117428736,117428745,chr8-117428736-117428745,0.66,0.8,0.87,chr8,117255019,117463503,ENSMUSG00000034390.11,+,Cmip,protein_coding,0.20999999999999996
chr8,117446591,117446672,chr8-117446591-117446672,0.4,0.56,0.68,chr8,117255019,117463503,ENSMUSG00000034390.11,+,Cmip,protein_coding,0.28
chr8,117730999,117731006,chr8-117730999-117731006,0.59,0.69,0.81,chr8,117699946,117761029,ENSMUSG00000031844.7,+,Hsd17b2,protein_coding,0.22000000000000008
chr8,118467801,118467846,chr8-118467801-118467846,0.41,0.61,0.51,chr8,118281733,119326921,ENSMUSG00000031841.14,+,Cdh13,protein_coding,0.10000000000000003
chr8,118848382,118848412,chr8-118848382-118848412,0.49,0.28,0.32,chr8,118281733,119326921,ENSMUSG00000031841.14,+,Cdh13,protein_coding,-0.16999999999999998
chr8,119098364,119098380,chr8-119098364-119098380,0.33,0.49,0.54,chr8,118281733,119326921,ENSMUSG00000031841.14,+,Cdh13,protein_coding,0.21000000000000002
chr8,119156165,119156443,chr8-119156165-119156443,0.52,0.69,0.73,chr8,118281733,119326921,ENSMUSG00000031841.14,+,Cdh13,protein_coding,0.20999999999999996
chr8,119465032,119465060,chr8-119465032-119465060,0.33,0.53,0.53,chr8,119444719,119474640,ENSMUSG00000031837.9,+,Necab2,protein_coding,0.2
chr8,119687423,119687448,chr8-119687423-119687448,0.57,0.73,0.8,chr8,119664523,119690222,ENSMUSG00000023336.5,+,Wfdc1,protein_coding,0.2300000000000001
chr8,120184784,120184901,chr8-120184784-120184901,0.46,0.76,0.66,chr8,119908841,124347722,ENSMUSG00000092329.1,+,Gm20388,protein_coding,0.2
chr8,120214079,120214243,chr8-120214079-120214243,0.42,0.19,0.13,chr8,120202434,120230230,ENSMUSG00000097960.1,-,A330074K22Rik,lincRNA,-0.29
chr8,120214079,120214243,chr8-120214079-120214243,0.42,0.19,0.13,chr8,119908841,124347722,ENSMUSG00000092329.1,+,Gm20388,protein_coding,-0.29
chr8,120329267,120329524,chr8-120329267-120329524,0.65,0.5,0.44,chr8,120228536,120583390,ENSMUSG00000031822.14,+,Gse1,protein_coding,-0.21000000000000002
chr8,120329267,120329524,chr8-120329267-120329524,0.65,0.5,0.44,chr8,119908841,124347722,ENSMUSG00000092329.1,+,Gm20388,protein_coding,-0.21000000000000002
chr8,120413506,120413522,chr8-120413506-120413522,0.69,0.62,0.49,chr8,120228536,120583390,ENSMUSG00000031822.14,+,Gse1,protein_coding,-0.19999999999999996
chr8,120413506,120413522,chr8-120413506-120413522,0.69,0.62,0.49,chr8,119908841,124347722,ENSMUSG00000092329.1,+,Gm20388,protein_coding,-0.19999999999999996
chr8,120414108,120414166,chr8-120414108-120414166,0.67,0.53,0.44,chr8,120228536,120583390,ENSMUSG00000031822.14,+,Gse1,protein_coding,-0.23000000000000004
chr8,120414108,120414166,chr8-120414108-120414166,0.67,0.53,0.44,chr8,119908841,124347722,ENSMUSG00000092329.1,+,Gm20388,protein_coding,-0.23000000000000004
chr8,120417866,120417900,chr8-120417866-120417900,0.47,0.33,0.24,chr8,120228536,120583390,ENSMUSG00000031822.14,+,Gse1,protein_coding,-0.22999999999999998
chr8,120417866,120417900,chr8-120417866-120417900,0.47,0.33,0.24,chr8,119908841,124347722,ENSMUSG00000092329.1,+,Gm20388,protein_coding,-0.22999999999999998
chr8,120425376,120425752,chr8-120425376-120425752,0.65,0.48,0.38,chr8,120228536,120583390,ENSMUSG00000031822.14,+,Gse1,protein_coding,-0.27
chr8,120425376,120425752,chr8-120425376-120425752,0.65,0.48,0.38,chr8,119908841,124347722,ENSMUSG00000092329.1,+,Gm20388,protein_coding,-0.27
chr8,120437715,120437745,chr8-120437715-120437745,0.64,0.43,0.44,chr8,120228536,120583390,ENSMUSG00000031822.14,+,Gse1,protein_coding,-0.2
chr8,120437715,120437745,chr8-120437715-120437745,0.64,0.43,0.44,chr8,119908841,124347722,ENSMUSG00000092329.1,+,Gm20388,protein_coding,-0.2
chr8,120516307,120516532,chr8-120516307-120516532,0.53,0.42,0.32,chr8,120228536,120583390,ENSMUSG00000031822.14,+,Gse1,protein_coding,-0.21000000000000002
chr8,120516307,120516532,chr8-120516307-120516532,0.53,0.42,0.32,chr8,119908841,124347722,ENSMUSG00000092329.1,+,Gm20388,protein_coding,-0.21000000000000002
chr8,120539468,120539544,chr8-120539468-120539544,0.62,0.49,0.42,chr8,120534892,120539726,ENSMUSG00000102737.1,-,RP23-246H16.1,TEC,-0.2
chr8,120539468,120539544,chr8-120539468-120539544,0.62,0.49,0.42,chr8,120536696,120540754,ENSMUSG00000098280.1,+,Mir7687,miRNA,-0.2
chr8,120539468,120539544,chr8-120539468-120539544,0.62,0.49,0.42,chr8,120228536,120583390,ENSMUSG00000031822.14,+,Gse1,protein_coding,-0.2
chr8,120539468,120539544,chr8-120539468-120539544,0.62,0.49,0.42,chr8,119908841,124347722,ENSMUSG00000092329.1,+,Gm20388,protein_coding,-0.2
chr8,120540177,120540290,chr8-120540177-120540290,0.65,0.42,0.3,chr8,120536696,120540754,ENSMUSG00000098280.1,+,Mir7687,miRNA,-0.35000000000000003
chr8,120540177,120540290,chr8-120540177-120540290,0.65,0.42,0.3,chr8,120228536,120583390,ENSMUSG00000031822.14,+,Gse1,protein_coding,-0.35000000000000003
chr8,120540177,120540290,chr8-120540177-120540290,0.65,0.42,0.3,chr8,119908841,124347722,ENSMUSG00000092329.1,+,Gm20388,protein_coding,-0.35000000000000003
chr8,120550590,120550599,chr8-120550590-120550599,0.61,0.44,0.34,chr8,120228536,120583390,ENSMUSG00000031822.14,+,Gse1,protein_coding,-0.26999999999999996
chr8,120550590,120550599,chr8-120550590-120550599,0.61,0.44,0.34,chr8,119908841,124347722,ENSMUSG00000092329.1,+,Gm20388,protein_coding,-0.26999999999999996
chr8,120578316,120578321,chr8-120578316-120578321,0.38,0.44,0.6,chr8,120228536,120583390,ENSMUSG00000031822.14,+,Gse1,protein_coding,0.21999999999999997
chr8,120578316,120578321,chr8-120578316-120578321,0.38,0.44,0.6,chr8,119908841,124347722,ENSMUSG00000092329.1,+,Gm20388,protein_coding,0.21999999999999997
chr8,120578316,120578321,chr8-120578316-120578321,0.38,0.44,0.6,chr8,120576633,120591304,ENSMUSG00000031821.7,-,Gins2,protein_coding,0.21999999999999997
chr8,120628501,120628621,chr8-120628501-120628621,0.59,0.32,0.19,chr8,120606602,120649632,ENSMUSG00000043687.11,-,1190005I06Rik,protein_coding,-0.39999999999999997
chr8,120628501,120628621,chr8-120628501-120628621,0.59,0.32,0.19,chr8,120606786,120670079,ENSMUSG00000097919.1,-,Gm27021,protein_coding,-0.39999999999999997
chr8,120628501,120628621,chr8-120628501-120628621,0.59,0.32,0.19,chr8,119908841,124347722,ENSMUSG00000092329.1,+,Gm20388,protein_coding,-0.39999999999999997
chr8,120631436,120631484,chr8-120631436-120631484,0.51,0.31,0.29,chr8,120606602,120649632,ENSMUSG00000043687.11,-,1190005I06Rik,protein_coding,-0.22000000000000003
chr8,120631436,120631484,chr8-120631436-120631484,0.51,0.31,0.29,chr8,120606786,120670079,ENSMUSG00000097919.1,-,Gm27021,protein_coding,-0.22000000000000003
chr8,120631436,120631484,chr8-120631436-120631484,0.51,0.31,0.29,chr8,119908841,124347722,ENSMUSG00000092329.1,+,Gm20388,protein_coding,-0.22000000000000003
chr8,120633554,120633561,chr8-120633554-120633561,0.38,0.25,0.16,chr8,120606602,120649632,ENSMUSG00000043687.11,-,1190005I06Rik,protein_coding,-0.22
chr8,120633554,120633561,chr8-120633554-120633561,0.38,0.25,0.16,chr8,120606786,120670079,ENSMUSG00000097919.1,-,Gm27021,protein_coding,-0.22
chr8,120633554,120633561,chr8-120633554-120633561,0.38,0.25,0.16,chr8,119908841,124347722,ENSMUSG00000092329.1,+,Gm20388,protein_coding,-0.22
chr8,120912603,120912614,chr8-120912603-120912614,0.42,0.58,0.65,chr8,119908841,124347722,ENSMUSG00000092329.1,+,Gm20388,protein_coding,0.23000000000000004
chr8,121078443,121078446,chr8-121078443-121078446,0.0,0.29,0.37,chr8,121052882,121085110,ENSMUSG00000097336.4,-,Fendrr,lincRNA,0.37
chr8,121078443,121078446,chr8-121078443-121078446,0.0,0.29,0.37,chr8,119908841,124347722,ENSMUSG00000092329.1,+,Gm20388,protein_coding,0.37
chr8,121122308,121122359,chr8-121122308-121122359,0.45,0.6,0.65,chr8,119908841,124347722,ENSMUSG00000092329.1,+,Gm20388,protein_coding,0.2
chr8,121122807,121122928,chr8-121122807-121122928,0.36,0.5,0.58,chr8,119908841,124347722,ENSMUSG00000092329.1,+,Gm20388,protein_coding,0.21999999999999997
chr8,121125946,121125956,chr8-121125946-121125956,0.26,0.42,0.47,chr8,121125940,121131029,ENSMUSG00000103128.1,+,AC127554.1,pseudogene,0.20999999999999996
chr8,121125946,121125956,chr8-121125946-121125956,0.26,0.42,0.47,chr8,121125940,121132644,ENSMUSG00000097084.1,+,Foxl1,protein_coding,0.20999999999999996
chr8,121125946,121125956,chr8-121125946-121125956,0.26,0.42,0.47,chr8,119908841,124347722,ENSMUSG00000092329.1,+,Gm20388,protein_coding,0.20999999999999996
chr8,121126107,121126301,chr8-121126107-121126301,0.33,0.47,0.53,chr8,121125940,121131029,ENSMUSG00000103128.1,+,AC127554.1,pseudogene,0.2
chr8,121126107,121126301,chr8-121126107-121126301,0.33,0.47,0.53,chr8,121125940,121132644,ENSMUSG00000097084.1,+,Foxl1,protein_coding,0.2
chr8,121126107,121126301,chr8-121126107-121126301,0.33,0.47,0.53,chr8,119908841,124347722,ENSMUSG00000092329.1,+,Gm20388,protein_coding,0.2
chr8,121126903,121126919,chr8-121126903-121126919,0.4,0.5,0.62,chr8,121125940,121131029,ENSMUSG00000103128.1,+,AC127554.1,pseudogene,0.21999999999999997
chr8,121126903,121126919,chr8-121126903-121126919,0.4,0.5,0.62,chr8,121125940,121132644,ENSMUSG00000097084.1,+,Foxl1,protein_coding,0.21999999999999997
chr8,121126903,121126919,chr8-121126903-121126919,0.4,0.5,0.62,chr8,119908841,124347722,ENSMUSG00000092329.1,+,Gm20388,protein_coding,0.21999999999999997
chr8,121127846,121127860,chr8-121127846-121127860,0.48,0.67,0.7,chr8,121125940,121131029,ENSMUSG00000103128.1,+,AC127554.1,pseudogene,0.21999999999999997
chr8,121127846,121127860,chr8-121127846-121127860,0.48,0.67,0.7,chr8,121125940,121132644,ENSMUSG00000097084.1,+,Foxl1,protein_coding,0.21999999999999997
chr8,121127846,121127860,chr8-121127846-121127860,0.48,0.67,0.7,chr8,119908841,124347722,ENSMUSG00000092329.1,+,Gm20388,protein_coding,0.21999999999999997
chr8,121129089,121129213,chr8-121129089-121129213,0.48,0.63,0.69,chr8,121125940,121131029,ENSMUSG00000103128.1,+,AC127554.1,pseudogene,0.20999999999999996
chr8,121129089,121129213,chr8-121129089-121129213,0.48,0.63,0.69,chr8,121125940,121132644,ENSMUSG00000097084.1,+,Foxl1,protein_coding,0.20999999999999996
chr8,121129089,121129213,chr8-121129089-121129213,0.48,0.63,0.69,chr8,119908841,124347722,ENSMUSG00000092329.1,+,Gm20388,protein_coding,0.20999999999999996
chr8,121129396,121129404,chr8-121129396-121129404,0.52,0.7,0.74,chr8,121125940,121131029,ENSMUSG00000103128.1,+,AC127554.1,pseudogene,0.21999999999999997
chr8,121129396,121129404,chr8-121129396-121129404,0.52,0.7,0.74,chr8,121125940,121132644,ENSMUSG00000097084.1,+,Foxl1,protein_coding,0.21999999999999997
chr8,121129396,121129404,chr8-121129396-121129404,0.52,0.7,0.74,chr8,119908841,124347722,ENSMUSG00000092329.1,+,Gm20388,protein_coding,0.21999999999999997
chr8,121148777,121148823,chr8-121148777-121148823,0.59,0.77,0.79,chr8,119908841,124347722,ENSMUSG00000092329.1,+,Gm20388,protein_coding,0.20000000000000007
chr8,121174987,121175054,chr8-121174987-121175054,0.59,0.77,0.86,chr8,119908841,124347722,ENSMUSG00000092329.1,+,Gm20388,protein_coding,0.27
chr8,121197195,121197201,chr8-121197195-121197201,0.5,0.38,0.23,chr8,121196714,121203835,ENSMUSG00000097097.1,-,5033426O07Rik,lincRNA,-0.27
chr8,121197195,121197201,chr8-121197195-121197201,0.5,0.38,0.23,chr8,119908841,124347722,ENSMUSG00000092329.1,+,Gm20388,protein_coding,-0.27
chr8,121202513,121202548,chr8-121202513-121202548,0.55,0.38,0.28,chr8,121196714,121203835,ENSMUSG00000097097.1,-,5033426O07Rik,lincRNA,-0.27
chr8,121202513,121202548,chr8-121202513-121202548,0.55,0.38,0.28,chr8,119908841,124347722,ENSMUSG00000092329.1,+,Gm20388,protein_coding,-0.27
chr8,121277101,121277186,chr8-121277101-121277186,0.55,0.72,0.75,chr8,121254747,121358836,ENSMUSG00000097384.1,-,Gm26815,lincRNA,0.19999999999999996
chr8,121277101,121277186,chr8-121277101-121277186,0.55,0.72,0.75,chr8,119908841,124347722,ENSMUSG00000092329.1,+,Gm20388,protein_coding,0.19999999999999996
chr8,121318839,121318846,chr8-121318839-121318846,0.15,0.13,0.44,chr8,121254747,121358836,ENSMUSG00000097384.1,-,Gm26815,lincRNA,0.29000000000000004
chr8,121318839,121318846,chr8-121318839-121318846,0.15,0.13,0.44,chr8,119908841,124347722,ENSMUSG00000092329.1,+,Gm20388,protein_coding,0.29000000000000004
chr8,121798248,121798310,chr8-121798248-121798310,0.44,0.61,0.69,chr8,121794313,121831569,ENSMUSG00000040263.12,-,Klhdc4,protein_coding,0.24999999999999994
chr8,121798248,121798310,chr8-121798248-121798310,0.44,0.61,0.69,chr8,119908841,124347722,ENSMUSG00000092329.1,+,Gm20388,protein_coding,0.24999999999999994
chr8,122018611,122018618,chr8-122018611-122018618,0.43,0.56,0.63,chr8,121947750,122031258,ENSMUSG00000025316.12,+,Banp,protein_coding,0.2
chr8,122018611,122018618,chr8-122018611-122018618,0.43,0.56,0.63,chr8,119908841,124347722,ENSMUSG00000092329.1,+,Gm20388,protein_coding,0.2
chr8,122102544,122102553,chr8-122102544-122102553,0.39,0.57,0.62,chr8,119908841,124347722,ENSMUSG00000092329.1,+,Gm20388,protein_coding,0.22999999999999998
chr8,122178718,122178764,chr8-122178718-122178764,0.8,0.67,0.55,chr8,119908841,124347722,ENSMUSG00000092329.1,+,Gm20388,protein_coding,-0.25
chr8,122226027,122226051,chr8-122226027-122226051,0.37,0.23,0.16,chr8,119908841,124347722,ENSMUSG00000092329.1,+,Gm20388,protein_coding,-0.21
chr8,122227945,122227968,chr8-122227945-122227968,0.3,0.12,0.05,chr8,119908841,124347722,ENSMUSG00000092329.1,+,Gm20388,protein_coding,-0.25
chr8,122275162,122275173,chr8-122275162-122275173,0.46,0.3,0.25,chr8,119908841,124347722,ENSMUSG00000092329.1,+,Gm20388,protein_coding,-0.21000000000000002
chr8,122288828,122288869,chr8-122288828-122288869,0.69,0.55,0.46,chr8,122280141,122339251,ENSMUSG00000049577.10,+,Zfpm1,protein_coding,-0.22999999999999993
chr8,122288828,122288869,chr8-122288828-122288869,0.69,0.55,0.46,chr8,119908841,124347722,ENSMUSG00000092329.1,+,Gm20388,protein_coding,-0.22999999999999993
chr8,122301058,122301195,chr8-122301058-122301195,0.4,0.24,0.2,chr8,122280141,122339251,ENSMUSG00000049577.10,+,Zfpm1,protein_coding,-0.2
chr8,122301058,122301195,chr8-122301058-122301195,0.4,0.24,0.2,chr8,119908841,124347722,ENSMUSG00000092329.1,+,Gm20388,protein_coding,-0.2
chr8,122302069,122302091,chr8-122302069-122302091,0.58,0.36,0.3,chr8,122280141,122339251,ENSMUSG00000049577.10,+,Zfpm1,protein_coding,-0.27999999999999997
chr8,122302069,122302091,chr8-122302069-122302091,0.58,0.36,0.3,chr8,119908841,124347722,ENSMUSG00000092329.1,+,Gm20388,protein_coding,-0.27999999999999997
chr8,122322871,122323113,chr8-122322871-122323113,0.47,0.34,0.2,chr8,122280141,122339251,ENSMUSG00000049577.10,+,Zfpm1,protein_coding,-0.26999999999999996
chr8,122322871,122323113,chr8-122322871-122323113,0.47,0.34,0.2,chr8,119908841,124347722,ENSMUSG00000092329.1,+,Gm20388,protein_coding,-0.26999999999999996
chr8,122328559,122328709,chr8-122328559-122328709,0.45,0.34,0.25,chr8,122280141,122339251,ENSMUSG00000049577.10,+,Zfpm1,protein_coding,-0.2
chr8,122328559,122328709,chr8-122328559-122328709,0.45,0.34,0.25,chr8,119908841,124347722,ENSMUSG00000092329.1,+,Gm20388,protein_coding,-0.2
chr8,122330609,122330629,chr8-122330609-122330629,0.7,0.64,0.48,chr8,122280141,122339251,ENSMUSG00000049577.10,+,Zfpm1,protein_coding,-0.21999999999999997
chr8,122330609,122330629,chr8-122330609-122330629,0.7,0.64,0.48,chr8,119908841,124347722,ENSMUSG00000092329.1,+,Gm20388,protein_coding,-0.21999999999999997
chr8,122330787,122330965,chr8-122330787-122330965,0.47,0.29,0.22,chr8,122280141,122339251,ENSMUSG00000049577.10,+,Zfpm1,protein_coding,-0.24999999999999997
chr8,122330787,122330965,chr8-122330787-122330965,0.47,0.29,0.22,chr8,119908841,124347722,ENSMUSG00000092329.1,+,Gm20388,protein_coding,-0.24999999999999997
chr8,122332850,122332889,chr8-122332850-122332889,0.33,0.17,0.11,chr8,122280141,122339251,ENSMUSG00000049577.10,+,Zfpm1,protein_coding,-0.22000000000000003
chr8,122332850,122332889,chr8-122332850-122332889,0.33,0.17,0.11,chr8,119908841,124347722,ENSMUSG00000092329.1,+,Gm20388,protein_coding,-0.22000000000000003
chr8,122905491,122905497,chr8-122905491-122905497,0.75,0.57,0.51,chr8,122881337,122976793,ENSMUSG00000035569.12,-,Ankrd11,protein_coding,-0.24
chr8,122905491,122905497,chr8-122905491-122905497,0.75,0.57,0.51,chr8,119908841,124347722,ENSMUSG00000092329.1,+,Gm20388,protein_coding,-0.24
chr8,122922244,122922281,chr8-122922244-122922281,0.31,0.17,0.1,chr8,122881337,122976793,ENSMUSG00000035569.12,-,Ankrd11,protein_coding,-0.21
chr8,122922244,122922281,chr8-122922244-122922281,0.31,0.17,0.1,chr8,119908841,124347722,ENSMUSG00000092329.1,+,Gm20388,protein_coding,-0.21
chr8,123116726,123116912,chr8-123116726-123116912,0.49,0.68,0.74,chr8,123115374,123137182,ENSMUSG00000034796.10,+,Cpne7,protein_coding,0.25
chr8,123116726,123116912,chr8-123116726-123116912,0.49,0.68,0.74,chr8,119908841,124347722,ENSMUSG00000092329.1,+,Gm20388,protein_coding,0.25
chr8,123705951,123705993,chr8-123705951-123705993,0.43,0.31,0.22,chr8,119908841,124347722,ENSMUSG00000092329.1,+,Gm20388,protein_coding,-0.21
chr8,123762786,123762965,chr8-123762786-123762965,0.67,0.55,0.46,chr8,119908841,124347722,ENSMUSG00000092329.1,+,Gm20388,protein_coding,-0.21000000000000002
chr8,124182224,124182270,chr8-124182224-124182270,0.47,0.27,0.24,chr8,119908841,124347722,ENSMUSG00000092329.1,+,Gm20388,protein_coding,-0.22999999999999998
chr8,124184249,124185153,chr8-124184249-124185153,0.49,0.33,0.25,chr8,119908841,124347722,ENSMUSG00000092329.1,+,Gm20388,protein_coding,-0.24
chr8,124193411,124193493,chr8-124193411-124193493,0.5,0.34,0.18,chr8,119908841,124347722,ENSMUSG00000092329.1,+,Gm20388,protein_coding,-0.32
chr8,124253414,124253444,chr8-124253414-124253444,0.29,0.2,0.09,chr8,124229391,124347724,ENSMUSG00000089704.5,+,Galnt2,protein_coding,-0.19999999999999998
chr8,124253414,124253444,chr8-124253414-124253444,0.29,0.2,0.09,chr8,119908841,124347722,ENSMUSG00000092329.1,+,Gm20388,protein_coding,-0.19999999999999998
chr8,124289254,124289341,chr8-124289254-124289341,0.66,0.47,0.34,chr8,124229391,124347724,ENSMUSG00000089704.5,+,Galnt2,protein_coding,-0.32
chr8,124289254,124289341,chr8-124289254-124289341,0.66,0.47,0.34,chr8,119908841,124347722,ENSMUSG00000092329.1,+,Gm20388,protein_coding,-0.32
chr8,124329983,124329988,chr8-124329983-124329988,0.8,0.72,0.33,chr8,124322778,124333795,ENSMUSG00000089820.1,-,Gm15775,antisense,-0.47000000000000003
chr8,124329983,124329988,chr8-124329983-124329988,0.8,0.72,0.33,chr8,124229391,124347724,ENSMUSG00000089704.5,+,Galnt2,protein_coding,-0.47000000000000003
chr8,124329983,124329988,chr8-124329983-124329988,0.8,0.72,0.33,chr8,119908841,124347722,ENSMUSG00000092329.1,+,Gm20388,protein_coding,-0.47000000000000003
chr8,124432494,124432806,chr8-124432494-124432806,0.31,0.15,0.1,chr8,124367049,124441658,ENSMUSG00000050751.10,-,Pgbd5,protein_coding,-0.21
chr8,124633738,124633907,chr8-124633738-124633907,0.4,0.27,0.18,chr8,124633766,124665369,ENSMUSG00000031983.6,-,2310022B05Rik,protein_coding,-0.22000000000000003
chr8,124677269,124677330,chr8-124677269-124677330,0.4,0.32,0.2,chr8,124669335,124723983,ENSMUSG00000037300.13,-,Ttc13,protein_coding,-0.2
chr8,124858929,124859010,chr8-124858929-124859010,0.39,0.53,0.62,chr8,124829698,124865703,ENSMUSG00000090118.1,+,Gm16163,processed_transcript,0.22999999999999998
chr8,124858929,124859010,chr8-124858929-124859010,0.39,0.53,0.62,chr8,124837355,124865029,ENSMUSG00000031984.7,-,2810004N23Rik,protein_coding,0.22999999999999998
chr8,124877471,124877480,chr8-124877471-124877480,0.53,0.69,0.73,chr8,124861033,124892057,ENSMUSG00000031985.5,+,Gnpat,protein_coding,0.19999999999999996
chr8,125083842,125083944,chr8-125083842-125083944,0.43,0.21,0.18,chr8,125052195,125263858,ENSMUSG00000043051.13,+,Disc1,protein_coding,-0.25
chr8,125167157,125167233,chr8-125167157-125167233,0.18,0.39,0.37,chr8,125052195,125263858,ENSMUSG00000043051.13,+,Disc1,protein_coding,0.19
chr8,125238985,125239089,chr8-125238985-125239089,0.36,0.47,0.56,chr8,125052195,125263858,ENSMUSG00000043051.13,+,Disc1,protein_coding,0.20000000000000007
chr8,125257797,125257810,chr8-125257797-125257810,0.36,0.23,0.16,chr8,125052195,125263858,ENSMUSG00000043051.13,+,Disc1,protein_coding,-0.19999999999999998
